uid,tenant_id,table_name,column_name,display_name,availability,properties,created_by,date_created,date_modified,modified_by
b9caf3f6926640c78eb547bb050ae16a,0,customersummary,aovgroup,,[],"{""description"":""The average value of the customers’ transactions in their lifetime, grouped into buckets for easier use.""}",system,2019-06-19 20:36,2024-06-25 21:09,system
81b4944a575e44589798fd16c4aef9cb,0,customersummary,daysincefirstweblogingroup,,[],"{""description"":""The number of days since your customer first visited your website, grouped into buckets for easier use.""}",system,2019-06-19 20:36,2024-06-25 21:09,system
ada17d34a73747f1a0336f435877e8cf,0,ml_out_mc_summary,LTC_A_Value,,[],"{""description"":""Likelihood to Convert is a supervised Machine Learning model. It computes the likelihood/probability that non-buyers make a purchase in the near-future learning from past behaviors such as web events or email events.""}",system,2019-06-19 20:37,2024-06-25 21:09,system
333a70af3d97477f8e1a21773cdd422a,1049,customer,c_custCreatedDateBoutique,,,"{""description"":""Date when the customer was created in Boutique""}",system,2019-08-26 09:33,2021-09-07 05:22,system
dd3437d17a54422faa2894ebd12274db,10180,c_customerappend,c_appendAttribute288,,,"{""description"":""Indicates the number of weeks since the household has made a purchase in Home Electronics.""}",system,2023-01-10 09:20,2023-01-10 09:20,system
583cf52e07f34fd4accfe941ccf7799b,10180,c_customerappend,c_appendAttribute3,,,"{""description"":""Indicates the highest known education of the input individual\u0027s name appearing on the customer\u0027s input file.""}",system,2023-01-10 09:20,2023-01-10 09:20,system
944df32b3e414d068ce9177cae3663de,0,customersummary,ChannelMix,,[],"{""description"":""The mix of sales channels your customers have purchased from in their lifetime.""}",system,2020-10-06 21:28,2024-06-25 21:09,system
7a091f95a54a44a39c69e47740e1c61e,1086,c_customerappend,c_appendAttribute408,,,"{""description"":""Indicates the Number of Orders purchased from Mid Scale Catalogs within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household. Mid Scale \u003d Decent Quality, Trendy, etc. Examples are JCPenney and Fashion Bug.""}",system,2020-10-05 17:27,2023-01-31 07:45,system
0159dff20afb4a29a5bcc6f2ae5057dd,10179,c_customerappend,c_appendAttribute276,,,"{""description"":""Indicates the number of weeks since the household has made a purchase of electronics.""}",system,2022-07-07 09:50,2023-01-10 06:16,system
6a5c5c98a8734ce88fea90c2953848f0,10180,c_customerappend,c_appendAttribute196,,,"{""description"":""Indicates the dollar amount the household has spent in the Gift category in the past 48 months.""}",system,2023-01-10 09:20,2023-01-10 09:20,system
3727cf6ce1f043428a904c5d05c596a9,1086,c_customerappend,c_appendAttribute397,,,"{""description"":""The element will return a three digit number showing the actual number of purchases made with a Credit Card in the last 24 months.""}",system,2020-10-05 17:27,2023-01-31 07:45,system
38b8be4f784f4539b062d9761f08dae2,1041,customersummary,c_doNotEmailSx,,,"{""description"":""This filter allows you to select customers that are opted-in/opted-out of your email campaigns: Y: contacts explicitly opted-out; N: contacts explicitly opted-in; U: contacts that have no explicit values (and are usually contacts that you can/want to contact).""}",system,2019-10-04 17:11,2024-01-29 19:05,system
4021459912b34420a38f707e844f3ccf,10180,c_customerappend,c_appendAttribute149,,,"{""description"":""Someone in the household has an interest in video games.""}",system,2023-01-10 09:20,2023-01-10 09:20,system
221ce46d4dbf47ed991764143bf182ab,10175,customeraddressxref,c_custEmployeeModifyDate,,,"{""description"":""Customer Employee Modify Date""}",system,2023-05-18 17:13,2023-05-18 17:44,system
7ac9540a8b7545d2875290f780c466d9,0,ml_out_mc_summary,LTPFP_A_ShapValues,,[],"{""description"":""""}",system,2021-09-22 21:16,2024-06-25 21:09,system
2c41474b14df4a02a1965fa6f77dd6fe,1089,c_customerappend,c_appendAttribute480,,,"{""description"":""Indicates a mail order purchase made by the household of videos or DVDs.""}",system,2020-10-09 19:58,2022-08-09 20:51,system
c5ec14c66f2f461da6b52d7e7a076cbf,0,promotion,StartTimeStamp,,[],"{""description"":""The start date \u0026 time of when the promotion is eligible to be distributed and redeemed.""}",system,2019-10-02 21:11,2024-06-25 21:09,system
36a87bc7d3b94356bd0d46785d2be4bc,10180,c_customerappend,c_appendAttribute61,,,"{""description"":""Indicates the precision used in the append of the Income - Estimated Household - Narrow Ranges - 100% element (Household, Zip+4, Zip level)""}",system,2023-01-10 09:20,2023-01-10 09:20,system
d543ac0a7152484c8bcb83baa22299f1,1086,c_customerappend,c_appendAttribute265,,,"{""description"":""Indicates the number of weeks since the household has made a purchase in Women\u0027s Petite Apparel.""}",system,2020-10-05 17:27,2023-01-31 07:45,system
9a6c05d51e0f4017aab3d2514301fa40,1038,transactionsummary,c_customerCapture,,,"{""description"":""Flag indicating if valid customer details were captured at the time of this transaction""}",system,2020-06-24 18:54,2024-01-29 19:01,system
be7cc70286c84744a9f6df091c07b3c8,1038,customersummary,c_customerDateAttribute01,,,"{""description"":""Most recent date of when the parent case on the customer record was resolved""}",system,2024-05-14 14:39,2024-05-14 14:39,system
8c0cf29bbffb41d1b0e945ceb7ee0a77,10179,c_customerappend,c_appendAttribute326,,,"{""description"":""Indicates the number of weeks since the first offline order in the household.""}",system,2022-07-07 09:50,2023-01-10 06:16,system
9e876e82cf05499e8034023b7fb91f0e,10179,c_customerappend,c_appendAttribute306,,,"{""description"":""Indicates the date of the first offline order made by the household. The following elements are not actual transactions. This data has been rolled up into categories removing all transaction level data including SKUs.""}",system,2022-07-07 09:50,2023-01-10 06:16,system
76f1a465469b4c6aa568b0f5cb61db3c,0,customersummary,totalrevenuesegment_segmentationstatus,,[],"{""description"":""A segmentation representing the progression of revenue for your customers between 13-24 months ago and the last 12 months. It characterizes whether they spent less (“Downward”), the same (“Stable”), or more (“Upward”) in the last 12 months when compared to the 13-24 months ago period. If a customer was acquired in the last 12 months, then she gets marked as “New Buyer”. \""Reactivated\"" customers are buyers who made a purchase in the last 12 months, but did not make a purchase in the previous 13-24 months, and placed a transaction before 24 months ago. \""2 Period Inactive\"" customers are buyers who did not make a purchase in the last 24 months, but made a purchase before 24 months ago. \""Lapsed\"" customers are buyers who made a purchase in the last 13-24 months, but did not place a transaction in the last 12 months.""}",system,2019-06-19 20:37,2024-06-25 21:09,system
fe3fbd21a5774b6f9b57b3b07d4211c0,0,transaction,Type,,[],"{""description"":""The type of transaction, typically \""Purchase\"".""}",system,2019-10-02 21:11,2024-06-25 21:09,system
a574b6752b0e49d0be9b7992fe8f17d4,1089,c_customerappend,c_appendAttribute147,,,"{""description"":""Someone in the household has indicated they have an interest in music players. (i.e. iPod, MP3, etc.)""}",system,2020-10-09 19:58,2022-08-09 20:51,system
6fc59e747e4b424db6c46eb1a49f6d23,10167,ml_out_mc_summary,BC_A_Value,Behavior Based Cluster DIY - Today,,,system,2023-08-10 07:59,2023-10-19 20:05,system
539f024ab387450f9f35492e88295238,0,customersummary,BehaviorBasedClusterID_L2M,,[],"{""description"":""""}",system,2019-06-19 20:37,2024-06-25 21:09,system
3ac106daead2471a9e98419b392f706a,1052,customer,c_summerHolidaySpend52wk,,,"{""description"":""Number of dollars a customer spend during Summer holiday""}",system,2023-04-25 18:00,2023-04-25 18:27,system
15dd95bd0e6c4ba480c929725711f740,1086,c_customerappend,c_appendAttribute35,,,"{""description"":""Indicates the precision used in the append of the Adults - Number in Household - 100% element (Household, Household Inferred, Zip+4, Zip level)""}",system,2020-10-05 17:27,2023-01-31 07:45,system
de356d2ba1804b07a05fc8070adc14ae,10180,c_customerappend,c_appendAttribute328,,,"{""description"":""Indicates the Average Days Between Online Orders for this household. The following elements are not actual transactions. This data has been rolled up into categories removing all transaction level data including SKUs.""}",system,2023-01-10 09:20,2023-01-10 09:20,system
4a5723f0e17e4659863286339ca103ef,10179,c_customerappend,c_appendAttribute155,,,"{""description"":""Someone in the household has an interest in owning a dog or actually owns a dog.""}",system,2022-07-07 09:50,2023-01-10 06:16,system
8d3ff9e7214140dab06ef37843c8fce1,10179,c_customerappend,c_appendAttribute102,,,"{""description"":""Indicates that the household financially supports political causes.""}",system,2022-07-07 09:50,2023-01-10 06:16,system
f614bd1f2ed7474b88ee670c3e1d013f,1028,customersummary,Address1,,"[""CONTENT"",""CAMPAIGN"",""API""]",,system,2020-03-06 23:39,2024-04-23 07:04,system
f6c7f1281b58471f824960775dddfbc7,1089,c_customerappend,c_appendAttribute237,,,"{""description"":""Indicates the number of orders the household has made in the General Merchandise category in the past 48 months.""}",system,2020-10-09 19:58,2022-08-09 20:51,system
71e6d3fbf8e4431fbafdfd19ccb56614,10180,c_customerappend,c_appendAttribute339,,,"{""description"":""Online purchases have been made within the $50 - $99.99 Range in the past 24 months. This is an indication of how many purchases in that price range have been made.""}",system,2023-01-10 09:20,2023-01-10 09:20,system
8126085173224950937dc08b0d016b43,1089,customersummary,c_mwc21,,,"{""description"":""MW Model: MWC_R Score LTD""}",system,2021-02-05 21:01,2024-05-10 06:50,system
52de4efaaebc49d3817abb6810a3ef5d,1089,customersummary,c_mwc19,,,"{""description"":""MW Model: MWC_M Score P12M""}",system,2020-12-02 01:16,2024-05-10 06:50,system
730c7c0ff633451ab82e4339dc615890,1057,customersummary,c_emailOptOut,,,"{""description"":""Peter Glenn Customer Feed Email Opt Out""}",system,2020-08-13 18:33,2024-01-29 20:59,system
d269d37e73564c3b944ba4add74e1aab,1086,c_customerappend,c_appendAttribute234,,,"{""description"":""Indicates the number of orders the household has made in the Food/Beverage category in the past 48 months. This is a more generic category that contains anything you can think of under food or beverages. Ex. Items for baking, beer and wine, coffee, tea, etc.""}",system,2020-10-05 17:27,2023-01-31 07:45,system
5bab31e64d8c435fb21498ccd1dc6ba3,10180,c_customerappend,c_appendAttribute462,,,"{""description"":""Indicates a mail order purchase made by the household of collectibles.""}",system,2023-01-10 09:20,2023-01-10 09:20,system
30973971f6b14f93b871c8ce703f1d66,0,customersummary,FirstPromoID,,[],"{""description"":""The marketing campaign through which you acquired your customers, as provided by your analytics data (e.g. Google Analytics or Adobe Analytics). This is the most granular level of your marketing campaign categorization, typically the “keyword” level. Default value is “Unknown”.""}",system,2019-06-19 20:36,2024-06-25 21:09,system
2c759830ea6c4a2ca63c90f43eaa1013,0,customersummary,SecondaryPhone,,[],"{""description"":""The winning secondary phone number of the master customer after Acquia CDP\u0027s Identity Resolution Engine de-duplicates child customer profiles.""}",system,2019-06-19 20:37,2024-06-25 21:09,system
370baa1d41654b419366ca7a019f8016,1041,customersummary,c_doNotEmailIze,,,"{""description"":""This filter allows you to select customers that are opted-in/opted-out of your email campaigns: Y: contacts explicitly opted-out; N: contacts explicitly opted-in; U: contacts that have no explicit values (and are usually contacts that you can/want to contact).""}",system,2019-10-04 17:11,2024-01-29 19:05,system
f270fc59256c48a5b713320f97df6e61,10179,c_customerappend,c_appendAttribute61,,,"{""description"":""Indicates the precision used in the append of the Income - Estimated Household - Narrow Ranges - 100% element (Household, Zip+4, Zip level)""}",system,2022-07-07 09:50,2023-01-10 06:16,system
6a1b78c4de5145cf872a54e24fca6503,465,paymentmethod,Subtype,,"[""LOOKUP"",""CONTENT"",""CAMPAIGN""]",,system,2021-03-04 05:02,2021-03-04 05:02,system
98a1a9420c944f78bf6aa3f3c0eb10ee,1031,address,c_custEmployeeModifyDate,,,"{""description"":""Customer Employee Modify Date""}",system,2021-03-29 17:19,2024-01-03 13:33,system
b294c858c9f8427c8f6ff096018fbf1b,0,customersummary,FirstTransactionDate,,[],"{""description"":""The date of your customers’ first transaction.""}",system,2019-06-19 20:36,2024-06-25 21:09,system
4728426acfd34b6d9dd3a4ba9a3dda0a,1089,c_customerappend,c_appendAttribute148,,,"{""description"":""Someone in the household has an interest in computer games.""}",system,2020-10-09 19:58,2022-08-09 20:51,system
805a3342945c4bc0becc4adcffc0cc7b,1089,c_customerappend,c_appendAttribute47,,,"{""description"":""Indicates the presence of female children age 6 to 10 in the household. This data is created by first copying the respective childAgeInBroadRanges data from the household.coreDemographics bundle and then filling in with inferred model data. To achieve full coverage, additional data may be added from inferred ZIP or ZIP4 data.""}",system,2020-10-09 19:58,2022-08-09 20:51,system
b8185d872c3144abb31dc29a071b9b5d,0,ml_out_mc_summary,BC_A_Value_L2M,,[],"{""description"":""Snapshot of Behavior based Clustering as of the first day of two months ago.""}",system,2019-06-19 20:37,2024-06-25 21:09,system
65e22bf59b684ccb977735658a3e3d94,0,event,Cookie,,[],"{""description"":""Only used for web/app-related events, this is the visitor\u0027s cookie ID, ie a unique identifier of the person triggering this event. For web/app-related events: use an actual cookieID/mobiledeviceID of the visitor, prefixed with some indication of source system so that it does not collide with the other cookieIDs maintained by Acquia CDP (e.g. \""ssid_web1_[insertCookieIDHere]\""). For other events (email, SMS, etc...): do not populate this column.""}",system,2019-10-02 21:11,2024-06-25 21:09,system
3a021459277543bba758752a1d4e553c,0,customer,MiddleName,,[],"{""description"":""The customer\u0027s middle name.""}",system,2019-10-02 21:11,2024-06-25 21:09,system
8e97ba8b47a1497cb629f22cbf4047a4,1086,c_customerappend,c_appendAttribute431,,,"{""description"":""Indicates the most recent date of retail activity.""}",system,2020-10-05 17:27,2023-01-31 07:45,system
f7f82abab7ff47f4ad7d34bbd34bd428,1038,customersummary,MasterCustomerID,,"[""CONTENT"",""CAMPAIGN""]",,system,2020-06-25 19:13,2024-01-29 19:00,system
0a96bf677e4e4247b4064d6ed12b5cf6,1086,c_customerappend,c_appendAttribute176,,,"{""description"":""Indicates the dollar amount the household has spent in the Apparel - Men\u0027s Big \u0026 Tall category in the past 48 months.""}",system,2020-10-05 17:27,2023-01-31 07:45,system
10226d3c692948a492b0d61614af90bb,1086,c_customerappend,c_appendAttribute330,,,"{""description"":""Indicates the Average dollar amount spent per online order for a household over the past 48 months.""}",system,2020-10-05 17:27,2023-01-31 07:45,system
96a31a7c3fb645db9d5f43524ff0e8b3,0,ml_out_mc_summary,NBC_A_SecondNextBestChannel,,[],"{""description"":""The second best channel to engage a customer to maximize likelihood of a purchase.""}",system,2020-10-28 21:59,2024-06-25 21:09,system
acd71d10ab5c40798f2d98472b7bd6ad,1089,customersummary,c_mwc23,,,"{""description"":""MW Model: MWC_M Score LTD""}",system,2021-02-05 21:02,2024-05-10 06:50,system
4ee081a9d0b444d7a4eaf2c1f344e2a3,10167,customersummary,c_source,,,"{""description"":""Data Source from client side""}",system,2022-06-08 13:37,2024-03-20 11:00,system
b91f112cb375495098e84d5f636d9631,10179,c_customerappend,c_appendAttribute341,,,"{""description"":""Online purchases have been made within the $100 - $249.99 Range in the past 24 months. This is an indication of how many purchases in that price range have been made.""}",system,2022-07-07 09:50,2023-01-10 06:16,system
0f8f33b8b2034d24ac1bf37d2733b6df,10180,c_customerappend,c_appendAttribute101,,,"{""description"":""Indicates that the household financially supports international aid-related causes.""}",system,2023-01-10 09:20,2023-01-10 09:20,system
c383dc4351ad474cafb597eb90c88358,10180,c_customerappend,c_appendAttribute142,,,"{""description"":""Internal \u0027participant sports\u0027 source data and 3 out of several participant sports interest elements must be populated for this element to be populated. (Elements such as plays tennis, golf, running/jogging, etc.)""}",system,2023-01-10 09:20,2023-01-10 09:20,system
39f1e63e83b143d68219ed3e0ec19df0,10167,customersummary,EmailStatus,,"[""API"",""LOOKUP""]",,system,2023-07-21 07:58,2024-03-20 11:00,system
321a9a53bd8e4dd0b252ac331c5d4072,0,ml_out_mc_summary,PLTV_A_ValueGroup,,[],"{""description"":""The predictive life time value broken down into different revenue groups.""}",system,2020-10-28 21:59,2024-06-25 21:09,system
efc09a1822854a188dc7755515ef309e,1089,c_customerappend,c_appendAttribute452,,,"{""description"":""Indicates a mail order purchase made by the household of male apparel.""}",system,2020-10-09 19:58,2022-08-09 20:51,system
b1a0bbb92d9a448c84a582eddad88851,0,customersummary,TotalCost,,[],"{""description"":""The total cost of goods of all products purchased by this customer in their lifetime.""}",system,2019-06-19 20:37,2024-06-25 21:09,system
dba9d438d81b4d4e893f7f9b49d36b2c,1089,c_customerappend,c_appendAttribute438,,,"{""description"":""Indicates purchases made by the household in the financial services and credit installment category.""}",system,2020-10-09 19:58,2022-08-09 20:51,system
3e787d848f4846a1990bfc30e89b1718,1089,c_customerappend,c_appendAttribute345,,,"{""description"":""Online purchases have been made within the $500 - $999.99 Range in the past 24 months. This is an indication of how many purchases in that price range have been made.""}",system,2020-10-09 19:58,2022-08-09 20:51,system
